"","Yr","SSB","SSB_PER","SB100","SB40","SB35","F40","F35","C_ABC","C_OFL"
"1",2023,40927.7,0.360309180785365,113590.5,45436.2,39756.675,0.401796,0.489635,25591,30291.1
"2",2024,35654.7,0.313888045215049,113590.5,45436.2,39756.675,0.344428,0.419778,19308.3,22956.6
